timestamp,device_id,failure_type,recovery_attempts,recovery_succeeded,time_in_failed_state
638.0,device_thermostat,random,1,True,30.0
1205.0,device_thermostat,random,1,True,30.0
1604.0,device_thermostat,random,3,True,90.0
2116.0,device_dishwasher,random,1,True,30.0
2213.0,device_dishwasher,random,3,True,90.0
2759.0,device_dishwasher,random,1,True,30.0
