timestamp,scenario,device_id,participants,iterations,converged,final_value,carbon_intensity,fallback_used,satisfaction_person_alice,satisfaction_person_bob,preference_person_alice,preference_person_bob
433.5833380000967,carbon_spike,device_thermostat,"person_alice,person_bob",1,True,20.200000000000003,237.75198051555728,False,0.9857142857142855,0.9785714285714288,20.0,20.5
546.69861858546,carbon_spike,device_thermostat,"person_alice,person_bob",1,True,19.999999999999996,203.53135846511046,False,0.9999999999999998,0.9642857142857141,20.0,20.5
552.3272721525173,carbon_spike,device_thermostat,"person_alice,person_bob",1,True,20.0,203.53135846511046,False,1.0,0.9642857142857143,20.0,20.5
1011.9487014695957,carbon_spike,device_thermostat,"person_alice,person_bob",1,True,20.333333333333332,173.95574614752218,False,0.9761904761904763,0.988095238095238,20.0,20.5
1024.9595561427507,carbon_spike,device_thermostat,"person_alice,person_bob",1,True,20.18867924528302,280.0,False,0.9865229110512129,0.9777628032345014,20.0,20.5
1798.9373778854851,carbon_spike,device_thermostat,"person_alice,person_bob",1,True,20.18867924528302,330.2894492544049,False,0.9865229110512129,0.9777628032345014,20.0,20.5
1877.8888131494107,carbon_spike,device_thermostat,"person_alice,person_bob",1,True,20.200000000000003,193.76891187266995,False,0.9857142857142855,0.9785714285714288,20.0,20.5
1961.4845870067354,carbon_spike,device_thermostat,"person_alice,person_bob",1,True,19.999999999999996,164.201316878067,False,0.9999999999999998,0.9642857142857141,20.0,20.5
1987.4009260528514,carbon_spike,device_thermostat,"person_alice,person_bob",1,True,20.0,203.9538043080962,False,1.0,0.9642857142857143,20.0,20.5
2454.026754991864,carbon_spike,device_thermostat,"person_alice,person_bob",1,True,19.999999999999996,166.67990730193844,False,0.9999999999999998,0.9642857142857141,20.0,20.5
2469.1718126855694,carbon_spike,device_thermostat,"person_alice,person_bob",1,True,20.18867924528302,280.0,False,0.9865229110512129,0.9777628032345014,20.0,20.5
