timestamp,scenario,device_id,participants,iterations,converged,final_value,carbon_intensity,fallback_used,satisfaction_person_alice,satisfaction_person_bob,preference_person_alice,preference_person_bob
11130.474091520806,temperature_conflict,device_thermostat,"person_alice,person_bob",1,True,20.37735849056604,254.67179298596,False,0.8840970350404314,0.9016172506738543,22.0,19.0
11878.570683162687,temperature_conflict,device_thermostat,"person_alice,person_bob",1,True,20.37735849056604,253.10035756352977,False,0.8840970350404314,0.9016172506738543,22.0,19.0
11955.839827984155,temperature_conflict,device_thermostat,"person_alice,person_bob",1,True,20.400000000000002,247.96530118881657,False,0.8857142857142859,0.8999999999999998,22.0,19.0
12607.838553426333,temperature_conflict,device_thermostat,"person_alice,person_bob",1,True,20.37735849056604,282.44386239718375,False,0.8840970350404314,0.9016172506738543,22.0,19.0
13316.132500753,temperature_conflict,device_thermostat,"person_alice,person_bob",1,True,20.37735849056604,326.0786426081545,False,0.8840970350404314,0.9016172506738543,22.0,19.0
13380.580182078103,temperature_conflict,device_thermostat,"person_alice,person_bob",1,True,20.37735849056604,265.06737553821375,False,0.8840970350404314,0.9016172506738543,22.0,19.0
14022.60327929602,temperature_conflict,device_thermostat,"person_alice,person_bob",1,True,20.400000000000002,222.4165949596191,False,0.8857142857142859,0.8999999999999998,22.0,19.0
14781.157025141934,temperature_conflict,device_thermostat,"person_alice,person_bob",1,True,20.400000000000002,230.53223032658508,False,0.8857142857142859,0.8999999999999998,22.0,19.0
14833.89830093063,temperature_conflict,device_thermostat,"person_alice,person_bob",1,True,20.400000000000002,249.4961066248796,False,0.8857142857142859,0.8999999999999998,22.0,19.0
15482.985665890425,temperature_conflict,device_thermostat,"person_alice,person_bob",1,True,20.37735849056604,319.3835852532096,False,0.8840970350404314,0.9016172506738543,22.0,19.0
16187.153511177135,temperature_conflict,device_thermostat,"person_alice,person_bob",1,True,20.400000000000002,225.29530054020066,False,0.8857142857142859,0.8999999999999998,22.0,19.0
16262.669793097935,temperature_conflict,device_thermostat,"person_alice,person_bob",1,True,20.400000000000002,176.82415188289835,False,0.8857142857142859,0.8999999999999998,22.0,19.0
16933.37433616225,temperature_conflict,device_thermostat,"person_alice,person_bob",1,True,20.37735849056604,345.32829138788287,False,0.8840970350404314,0.9016172506738543,22.0,19.0
17652.553404169692,temperature_conflict,device_thermostat,"person_alice,person_bob",1,True,20.400000000000002,224.56926847466258,False,0.8857142857142859,0.8999999999999998,22.0,19.0
17681.880296558727,temperature_conflict,device_thermostat,"person_alice,person_bob",1,True,20.37735849056604,283.00953434274163,False,0.8840970350404314,0.9016172506738543,22.0,19.0
18373.817517394866,temperature_conflict,device_thermostat,"person_alice,person_bob",1,True,20.37735849056604,294.51570145172894,False,0.8840970350404314,0.9016172506738543,22.0,19.0
